Sentence,Athletic,Intelligence,Intangibles,Maturity
"Regardless, Wentz again looked erratic against the Browns, struggling to find open receivers and making poor choices in the pocket.",0,1,0,0
"So it's completely understandable, especially coming from a show that's invented dozens of fake frozen yogurt franchises, to assume that too was fake.",0,0,0,0
"So not only was it bad luck, the pass was terrible, as was the decision to throw it.",0,1,0,0
"So now that a year has passed, did Minnesota make the correct decision in trading for Bradford last season?",0,0,0,0
So right now we're fighting that thin line of being a competitor and being smart and helping my team out for the long haul.,0,1,1,0
"So, good decision by him and his family.",0,1,0,0
"Steve Smith, one of Newton's (black) teammates, even called his quarterback out for his attitude and leadership.",0,0,1,1
Such was the vote of the league's 12 athletic directors.,0,0,0,0
"That's at the forefront of the decisions I'm going to make here today and moving forward as long as I'm here,"" Flores said.",0,0,0,0
That's why I think people flock to him and his leadership is such a big deal.,0,0,1,0
"The 22-year-old Jackson's humble demeanor, infectious enthusiasm, work ethic, fierce competitiveness and team-first attitude are earning him as much praise as his athleticism.",0,0,1,0
"The Ducks naturally call the facility unrivaled, at least for the time being, in what is often called college athletics' arms race.",0,0,0,0
"The Houston Texans offensive line has had its fair share of issues, but his quick decision making could prove to be his best protection against any defense.",0,1,0,0
The Kansas City Chiefs running back appeared on NFL Total Access recently and said he was impressed by Mahomes throwing strength.,1,0,0,0
The new head coach consistently backed the incumbent QB.,0,0,0,0
A moderate talent with instincts developed through years of work.,0,0,1,0
A more athletic but inconsistent talent.,1,1,0,0
The Raiders will have some decisions to make next week during the NFL draft.,0,0,0,0
"The Rams have responded to the news by offering to draft Bradford's older, more lethargic, even stronger-armed but ultimately idle brother, Jeff George.",1,0,0,0
"The sports are fundamentally different in their development processes, of course.",0,0,0,0
"The Watson video was actually filmed in June, but was posted Thursday as part Khalifa's happy birthday message to the 22-year-old Watson.",0,0,0,0
"The whole athleticism part of it is so much different at that position, and so I'm really proud of how he's worked.",1,0,0,0
"Their daughter is the start of a plan - four children, the third adopted so they can provide a good life to a child who may not have had one otherwise.",0,0,0,0
"Then again, Keenum has been remarkably less efficient this year in Denver, throwing seven interceptions and just five touchdowns.",0,1,0,0
There is processing-speed smart.,0,1,0,0
"There were positives to be sure, but he didn't consistently stand out among his quarterback peers.",0,0,0,0
There's a moral there.,0,0,0,0
There's even a common thought that the Eagles might draft a developmental quarterback late in this year's draft.,0,0,0,0
"There's no kitchen at the Crusader Lounge, so the SLAA arranged Sunday for rice, eggs, sausage and bacon to be brought in and served buffet style, for $5 a plate.",0,0,0,0
"This decision was based on what's giving us the best opportunity to win,"" Marrone said.",0,0,0,0
This kind of arm strength isn't taught or molded by doing lat pulls and curls.,1,0,0,0
"To date, it has been pretty dumb to bet against him.",0,1,0,0
"To understand how Griffin and the Redskins can help reduce the hits, it's best to remember how 2012 unfolded.",0,0,0,0
Trubisky even took off on a 20-yard scramble to keep a drive alive.,1,0,0,0
"Trump denied reports Sunday of tension among world leaders at the summit in Biarritz, France, insisting that he was having ""good meetings"" and that everyone was getting along well.",0,0,0,0
"We have been working on dynamic nuclear polarization (DNP) for almost 30 years now, since 1986, when we received our first NIH Grant to build the equipment needed for DNP.",0,0,0,0
"We have to be on cue with how we're going to attack this team, and it's all mental work for the next three days.",0,1,0,0
"We were inefficient and not doing the ordinary things,"" Rosen said.",0,1,0,0
"We will be back bigger, better, stronger.",0,0,0,0
"Wentz ran a pro-style offense at North Dakota State, but Pederson said that the rookie still ""has a long way to go"".",0,1,0,0
"Wentz showed excellent arm strength to drive the ball, and he uses his athleticism to extend plays.",1,0,0,0
"We're not freaking out around here,"" he said.",0,0,0,1
What better way to understand how he's changing the game than seeing how he broke the internet during Sunday's 27-24 overtime victory against the Baltimore Ravens at Arrowhead Stadium.,0,0,0,0
"When a player has great natural arm talent, he has a ton of confidence and trusts himself to make any and every throw.",1,0,1,0
"When comparing his first three games to his final 13, it's fair to say the signal-caller experienced two different seasons combined into one.",0,0,0,0
"When you have a guy like Deshaun, you can be creative because of his skill set.",0,0,0,0
Trivisonno knows his former quarterback is mentally ready.,0,1,0,0
Whether Winston's next consistent NFL starts come in New Orleans or not likely depends on Hill's play.,0,0,0,0
"While Bridgewater doesn't have the star power or proven track record that Newton does, here's why the Panthers made the right move signing Teddy Bridgewater as their next franchise quarterback.",0,0,0,0
Winston acknowledged it was something he and the veteran receiver needed to work on.,0,0,0,0
"With Bradford, you know you'll always get consistently very high speeds.",0,0,0,0
"With two seasons cut short due to injury and only one year left on his contract, it's easy to understand why fans might be nervous.",0,0,0,0
"With unparalleled agility at his position and still-developing passing mechanics, Baltimore Ravens quarterback Lamar Jackson carries a skillset ripe for debate.",1,0,0,0
You've got to be smarter.,0,1,0,0
Fans and coaches in the NFL might resent him for pushing a cultural message on a day usually reserved for quarterback matchups and halftime extravaganzas.,0,0,0,0
"For Savage to maintain his starting job come the regular season, he needs to make decisions faster and realize when to get out of the pocket.",0,1,0,0
"For Tom Savage, the main weakness that he's shown is his lack of mobility and ability to improvise.",1,1,0,0
"He had less control of the throw than he could have, and might've been able to salvage the release or angle of the ball had he been in a more athletic position.",0,0,0,0
"If terrible, terrible, nightmares arise and the slow brained Tom Savage starts this season, Houston should draft a quarterback in the first two rounds of the 2017 NFL Draft.",0,1,0,0
"It's this quality, paradoxically, that has led to some of the most savage and consistent criticism of Cam Newton.",0,0,0,0
